"Image","Species"
"boizu_u0.jpg","Bodianus izuensis"
"boizu_u1.jpg","Bodianus izuensis"
"boleu_u0.jpg","Bodianus leucosticticus"
"boleu_u1.jpg","Bodianus leucosticticus"
"bolox_j0.jpg","Bodianus bilunulatus"
"bolox_u0.jpg","Bodianus loxozonus"
"bolox_u1.jpg","Bodianus loxozonus"
"bolox_u2.jpg","Bodianus loxozonus"
"bolox_u3.jpg","Bodianus loxozonus"
"bolox_u4.jpg","Bodianus loxozonus"
"bolox_u5.jpg","Bodianus loxozonus"
"bolox_u6.jpg","Bodianus loxozonus"
"bomac_u0.jpg","Bodianus macrognathos"
"bomac_u1.jpg","Bodianus macrognathos"
"bomac_u2.jpg","Bodianus macrourus"
"bomac_un.jpg","Bodianus macrognathos"
"bomas_u0.jpg","Bodianus masudai"
"bomes_j0.jpg","Bodianus mesothorax"
"bomes_j1.jpg","Bodianus mesothorax"
"bomes_j2.jpg","Bodianus mesothorax"
"bomes_u0.jpg","Bodianus mesothorax"
"bomes_u1.jpg","Bodianus mesothorax"
"bomes_u2.jpg","Bodianus mesothorax"
"bomes_u3.jpg","Bodianus mesothorax"
"bomes_u4.jpg","Bodianus mesothorax"
"bomes_u5.jpg","Bodianus mesothorax"
"bonei_f0.jpg","Bodianus neilli"
"bonei_j0.jpg","Bodianus neilli"
"bonei_u0.jpg","Bodianus neilli"
"bonei_u1.jpg","Bodianus neilli"
"bonei_u2.jpg","Bodianus neilli"
"boneo_u0.jpg","Bodianus neopercularis"
"boneo_u1.jpg","Bodianus neopercularis"
"boope_u0.jpg","Bodianus opercularis"
"boope_u1.jpg","Bodianus opercularis"
"boope_u2.jpg","Bodianus opercularis"
"boope_u3.jpg","Bodianus opercularis"
"booxy_u0.jpg","Bodianus oxycephalus"
"bopar_u0.jpg","Bodianus paraleucosticticus"
"boper_j0.jpg","Bodianus perditio"
"boper_j1.jpg","Bodianus perditio"
"boper_u0.jpg","Bodianus perditio"
"boper_u1.jpg","Bodianus perditio"
"boper_u2.jpg","Bodianus perditio"
"boper_u3.jpg","Bodianus perditio"
"boper_u4.jpg","Bodianus perditio"
"bopro_u0.jpg","Bodianus prognathus"
"bopul_j0.jpg","Bodianus pulchellus"
"bopul_u1.jpg","Bodianus pulchellus"
"bopul_u2.jpg","Bodianus pulchellus"
"borub_u0.jpg","Bodianus rubrisos"
"boruf_u1.jpg","Bodianus rufus"
"boruf_u2.jpg","Bodianus rufus"
"boruf_u4.jpg","Bodianus rufus"
"boruf_u5.jpg","Bodianus rufus"
"boruf_u8.jpg","Bodianus rufus"
"boruf_u9.jpg","Bodianus rufus"
"bosan_u0.jpg","Bodianus sanguineus"
"bosan_u1.jpg","Bodianus sanguineus"
"boscr_f0.jpg","Bodianus scrofa"
"boscr_f1.jpg","Bodianus scrofa"
"boscr_f2.jpg","Bodianus scrofa"
"boscr_j0.jpg","Bodianus scrofa"
"boscr_m0.jpg","Bodianus scrofa"
"boscr_m1.jpg","Bodianus scrofa"
"boscr_u1.jpg","Bodianus scrofa"
"bosol_u2.jpg","Bodianus solatus"
"bospe_j0.jpg","Bodianus speciosus"
"bospe_j1.jpg","Bodianus speciosus"
"bospe_m0.jpg","Bodianus speciosus"
"bospe_m1.jpg","Bodianus speciosus"
"bospe_u0.jpg","Bodianus speciosus"
"botan_u0.jpg","Bodianus rubrisos"
"botho_u0.jpg","Bodianus thoracotaeniatus"
"botri_u0.jpg","Bodianus trilineatus"
"bouni_f0.jpg","Bodianus unimaculatus"
"bouni_u0.jpg","Bodianus unimaculatus"
"bouni_u1.jpg","Bodianus unimaculatus"
"bovul_f0.jpg","Bodianus vulpinus"
"bovul_f1.jpg","Bodianus vulpinus"
"bovul_m0.jpg","Bodianus vulpinus"
"bovul_m1.jpg","Bodianus vulpinus"
"bovul_m2.jpg","Bodianus vulpinus"
"bovul_u0.jpg","Bodianus vulpinus"
"cecae_f0.jpg","Centrolabrus caeruleus"
"cecae_m0.jpg","Centrolabrus caeruleus"
"ceexo_u0.jpg","Centrolabrus exoletus"
"ceexo_u1.jpg","Centrolabrus exoletus"
"ceexo_u2.jpg","Centrolabrus exoletus"
"cetru_f0.jpg","Centrolabrus trutta"
"cetru_m0.jpg","Centrolabrus trutta"
"chabu_u1.jpg","Cheilinus abudjubbe"
"chabu_u2.jpg","Cheilinus abudjubbe"
"chabu_u3.jpg","Cheilinus abudjubbe"
"chabu_u4.jpg","Cheilinus abudjubbe"
"chanc_u0.jpg","Choerodon anchorago"
"chanc_u1.jpg","Choerodon anchorago"
"chanc_u2.jpg","Choerodon anchorago"
"chanc_u3.jpg","Choerodon anchorago"
"chanc_u4.jpg","Choerodon anchorago"
"chanc_u5.jpg","Choerodon anchorago"
"chazu_j0.jpg","Choerodon azurio"
"chazu_u0.jpg","Choerodon azurio"
"chazu_u1.jpg","Choerodon azurio"
"chazu_u2.jpg","Choerodon azurio"
"chazu_u3.jpg","Choerodon azurio"
"chcau_u3.jpg","Choerodon cauteroma"
"chcau_u4.jpg","Choerodon cauteroma"
"chcep_u1.jpg","Choerodon cephalotes"
"chchl_j0.jpg","Cheilinus chlorourus"
"chchl_j1.jpg","Cheilinus chlorourus"
"chchl_j2.jpg","Cheilinus chlorourus"
"chchl_m0.jpg","Cheilinus chlorourus"
"chchl_u0.jpg","Cheilinus chlorourus"
"chchl_u1.jpg","Cheilinus chlorourus"
"chchl_u2.jpg","Cheilinus chlorourus"
"chchl_u3.jpg","Cheilinus chlorourus"
"chchl_u4.jpg","Cheilinus chlorourus"
"chchl_u5.jpg","Cheilinus chlorourus"
"chchl_u6.jpg","Cheilinus chlorourus"
"chchl_u7.jpg","Cheilinus chlorourus"
"chchl_u8.jpg","Cheilinus chlorourus"
"chchl_u9.jpg","Cheilinus chlorourus"
"chcya_u5.jpg","Choerodon cyanodus"
"chcya_u6.jpg","Choerodon cyanodus"
"chcya_u7.jpg","Choerodon cyanodus"
"chfas_f0.jpg","Choerodon fasciatus"
"chfas_j0.jpg","Cheilinus fasciatus"
"chfas_j1.jpg","Cheilinus fasciatus"
"chfas_j2.jpg","Choerodon fasciatus"
"chfas_u2.jpg","Cheilinus fasciatus"
"chfas_u3.jpg","Choerodon fasciatus"
"chfas_u7.jpg","Cheilinus fasciatus"
"chfas_u8.jpg","Cheilinus fasciatus"
"chfas_u9.jpg","Cheilinus fasciatus"
"chfas_ua.jpg","Choerodon fasciatus"
"chfas_ub.jpg","Choerodon fasciatus"
"chfas_ud.jpg","Choerodon fasciatus"
"chfas_ue.jpg","Cheilinus fasciatus"
"chfas_ug.jpg","Cheilinus fasciatus"
"chgom_u1.jpg","Choerodon gomoni"
"chgom_u2.jpg","Choerodon gomoni"
"chgom_u3.jpg","Choerodon gomoni"
"chgra_j0.jpg","Choerodon graphicus"
"chgra_j1.jpg","Choerodon graphicus"
"chgra_j2.jpg","Choerodon graphicus"
